"text","tipo","sensibile"
"Sen Baker Others Join Wayne Drilling Suit Against DRBCnSenate WayneCounty DRBC NEPA WPNews nhttpstcoL6B96EuYyE",0,0
"Social Senate SocialNewsCorp httpstco7O5KjaFJAn Via Twitter RealityCrowdTV wikileaks socialmedia",0,0
"ElectionDay Ohio vote RupertforOhio for SenateNoMoreNeoCons",0,1
"laloalcaraz says VOTE election 2016 POTUS senate house local httpstcoxgw75udBs4",0,1
"The latest The ARB Daily httpstco3RXOLWJ95P Thanks to DaleTedder1 basedazn senate icymi",0,0
"Yes TheDemocrats is a deeply flawed Party but it has given us an AfricanAmericanPOTUS and will follow with a FemalePOTUS Vote Senate",0,1
"SpeakerRyan SenateMajLdr reince GOP RNC   DoYourJob Congress SenateGop Senate httpstcodOeVodah9y",0,0
"DEMOCRATSDont forget to vote the same for the Senate amp House Vote2016 VoteHillary ElectionDay MyVote2016 CleanTheRepublicanSwamp",0,1
"We have PerezLocal10 watching Senate results from the marcorubio camp today Senate florida WPLGLocal10… httpstcoHra2cTJWAK",0,0
"We have TVTerrell watching Senate results from the patrickmurphy camp today Senate florida WPLGLocal10… httpstcoJlcSxKFgSk",0,0
"httpstcoaVOCRlo7AQ RT httpstcod3K6C6PBTy",0,0
"Lets get out and make sure marcorubio goes back to the senate Marco4thewin flsen httpstcoHQb1acUFxg",0,1
"Jkirk1946James BillKristol my kids are why I am doing this Trump wont get better scotus if congress wrecks in the process",0,1
"Krauthammer New FBI Message Will Have Zero Effect on Hillary Clinton httpstcoxyWAgHqLoR",0,0
"Will he wont he CWG wants reluctant Rahul Gandhi to take over Congresss reigns httpstcocsC26bVnHi",0,1
"guacamolly55 Im also a mathematics minor Its unlikely it will pass in congress but if it does it will be a disaster for our country",0,1
"CNNTonight donlemon and the FBI will not arrest anyone who RISKS our National Security or lies to congress httpstco46OxTVHvrb",0,0
"Will he wont he CWG wants reluctant Rahul Gandhi to take over Congresss reigns httpstcoAxU1E9JhFX",0,0
"subratothayal thekernelspeaks so can u tell me about congresss work of 60 years goverment rule If u have answer so just tell me",0,0
"I dont want Marcos to be buried at LNMB too But congress has not produced any law that prohibits dictators from being buried there",0,0
"Congress Protect pet owners in their time of need httpstcoV923TJpEuJ via Change",0,0
"Thats the one Its complicated and hurts my brain httpstcoOe4Tptby49",0,0
"breadami If you cant tell me the difference between the House the Senate and Congress dont vote",0,1
"It Was 100 Years Ago Today This is the story behind the election of the first woman in the US Congress httpstco33YitKV1UV ImWithHer",0,0
"ImVotingBecause we have the power to vote out 88 of the least productive Congress in history  vote in changemak… httpstcoE8CmLGzPSi",0,1
"Esteemed Faculty Guest Dr Sozer Attends ISAPS Congress in Kyoto Japan httpstcounewBo9INH",0,0
"Esteemed Faculty Guest Dr Sozer Attends ISAPS Congress in Kyoto Japan httpstcoHmdCETmRKY",0,0
"ImVotingBecause we need a Congress that does its constitutional duty to confirm a SupremeCourt justice  not partisan obstructionists",0,1
"Total of 4 more votes for DrJillStein ajamubaraka Tyler Vega for Congress amp progressivesnn GreenPartyUS… httpstcotL3RrPsyK9",0,0
"Something needs to change within our CongressHouse not our presidents",0,1
"davidfrum Congress",0,0
"HuffingtonPost Senator Murphy Congress needs to question USA current part in Yemen war ElectionFinalThoughts httpstcoPhk9AM6piD",0,0
"Kontrahdiction 37 JANUARY 6th the electoral college will announce its winner to congress On January 20th the new president is sworn in",0,0
"Esteemed Faculty Guest Dr Sozer Attends ISAPS Congress in Kyoto Japan httpstcoQLKyJRZ8Op",0,0
"Esteemed Faculty Guest Dr Sozer Attends ISAPS Congress in Kyoto Japan httpstcoB6lQ9Jol8p",0,0
"Esteemed Faculty Guest Dr Sozer Attends ISAPS Congress in Kyoto Japan httpstcoRI7gHDKMiL",0,0
"Esteemed Faculty Guest Dr Sozer Attends ISAPS Congress in Kyoto Japan httpstcoTqlE0L69Da",0,0
"andymoeller dhopediamond million ILLEGALs 3 Trump wants term limits for Congress thats a great idea for BOTH sides 4 Repeal amp",0,0
"😂😂😂 httpstcof595pVtzbg",0,0
"Go ahead Pappu Destroy Congress Party nnhttpstcouz4BjeL6pWnnCongressMukthBharat",0,0
"The US Elected The First Woman To Congress 100 Years Ago httpstcoWQQ0liuXX9",0,0
"I feel like our president is our Governments political dummy that the people can blame when things dont work out when its really congress",0,1
"SenSanders can we also have term term limits for congress as well 18 years maximum 3 Senate terms 9 House terms You can stay 4ever tho",0,0
"Will SINK NOW Wont SurviveDisasatorous HOLEThe SINKING BOAT of SCAMFUL CONg is Breathing their last DoomTho… httpstcoW90Lq9r4g0",0,0
"Kejriwal has a very powerful machine behind him to finish what Congress could not in 1984 Sikhs Singh Punjab… httpstcokgEByCv7ur",0,0
"khushsundar who made noise only congress",0,0
"And at the polls httpstcomoNrs0wgrR",0,0
"BDUTT sardesairajdeep Part of another set of Congress stooges established nurtured by RajivG amp Congress party eve… httpstcoP794kYHwFK",0,0
"Go ahead Pappu Destroy Congress Party nnhttpstcocQRrul3DXBnnCongressMukthBharat",0,0
"TreyGowdy RIPS HillaryClintonThen Says Congress is Powerless httpstcoWFR07z0lNJ",0,0
"The US is currently bombing 7 different countries The current total number of wars approved by Congress zero httpstco4dTivx1a4Q",0,0
"The AAP Congress shenanigans are hurting the country Is there a tacit understanding with antinational elements… httpstcojRFLNWFold",0,0
"RNC letter to the FBl httpstcoEaLllmdIga",0,0
"jaketapper AnnCoulter Reconvene the Continental Congress I mean who cant get with this very American notion",0,0
"Cause no ted on ballot we voted McMullincalif has 2 dems for us senate 0 vote there duncan hunter 4 congress don… httpstco8GxKGlQlR1",0,1
"Democrats see FBI controversy hurting chances in US Congress races WASHINGTON Reuters  Senior… httpstcouairm57Ivr hotnews",0,0
"Former Stripper Is Running For Congress INSIGHTS  Elite Daily WATCH at httpstcohfhFiJf5Nt httpstcoXOl86j1CtO",0,0
"Third Continental Congress 4 guidance is an idea whose time has come Thank you for bringing it forward giving us… httpstcokDWwqDVAuJ",0,0
"ImVotingBecause Congress works for us and not special interest groups We need TermLimits httpstcoz0ix6Lvh4P",0,1
"It never actually ends httpstcotNRuosd451",0,0
"All Dems MUST vote this Nov to turn Congress Blue to STOP another 4 yrs of BLOCKING PROGRESS or GOP WILL be a DO NOTHING CONGRESS AGAIN",0,1
"KINGof334MOBB same but whoever is presidents usually laws have to be passed by congress",0,0
"FYI We wont 100 know who our next President is until January 6th when congress counts electoral votes We might 99 know but not 100",0,0
"Past 80 years SampP500 UP 153 per year under Democratic President and Republicanled Congress… httpstcoeRtxoG42bV",0,0
"UPA without power is a UPROARIOUS bunchamp is blatant critic of similarly of their acts httpstcoa4CjwNt62R",0,0
"CoyoteMyp JakeBCollie The hard part is that Congress has to compromise af on these landmark bills like this",0,0
"Joe Biden tonight You notice every time there is a problem with Congress I get sent to the Hill Tim get ready httpstco0Ycof1OC2R",0,0
"SpeakerRyan You need legislation amp not a pamphlet  That requires more working days for Congress doesnt it",0,0
"Congress party seems to have successfully built a democratic consensus among its hardcore workers for his elevation… httpstcour1LdQzn6h",0,0
"Republican Congress will your party THRIVE or WIMP OUT httpstcoDOtES1pkFa RT TCOT CCOT MakeDCListen TeaParty Conservatives",0,0
"Go vote tomorrow folks Its not just about the presidential race Its your local officials congress etc They d… httpstcoQTeEKac8tK",0,0
"Vote my dawg Isadore Hall for Congress",0,1
"MyBadMatthew well yeah of course but he really cant do anything about the laws and plans he wants to implement if congress doesnt pass it",0,0
"How the FBI Reviewed Thousands of Emails in One Week hillaryclinton congress httpstco7yNhzOZaDF httpstcoIbQw0SScPM",0,0
"MTHist Lets do it again Lets elect denisejuneau to the US Congress  Vote Tuesday Polls are open 7 am to 8 pm DeniseJuneau4Congress",0,1
"i think congress should just release an 18 twitter poll tomorrow and use that for voting",0,0
"Dexter age 11 who has AIDS and his next door neighbor Eric a little older and much bigger become best friends Eric also becomes closer to Dexters mother than to his own who is neglectful and bigoted and violently forbids their friendship upon learning of it Dexter and Erik start the journey to find The Cure they had read about in the local newspaper",4,1
"Billy Madison is the 27 yearold son of Bryan Madison a very rich man who has made his living in the hotel industry Billy stands to inherit his fathers empire but only if he can make it through all 12 grades 2 weeks per grade to prove that he has what it takes to run the family business",4,1
"JJ is a rookie in the Sheriffs Department and the first black officer at that station Racial tensions run high in the department as some of JJs fellow officers resent his presence His only real friend is the other new trooper the first female officer to work there who also suffers similar discrimination in the otherwise allwhitemale work environment When JJ becomes increasingly aware of police corruption during the murder trial of Teddy Woods whom he helped to arrest he faces difficult decisions and puts himself into grave personal danger in the service of justice",4,1
"Mousie and Sad Girl are childhood best friends in a contemporary Los Angeles poor Hispanic neighborhood But when Sad Girl becomes pregnant by Mousies boyfriend a drug dealer named Ernesto the two become bitter enemies While their dispute escalates towards violence the violence of the world around them soon also impacts their lives",4,1
"Just when George Banks has recovered from his daughters wedding he receives the news that shes pregnant  and that Georges wife Nina is expecting too He was planning on selling their home but thats a plan that  like George  will have to change with the arrival of both a grandchild and a kid of his own",4,1
"Obsessive master thief Neil McCauley leads a topnotch crew on various insane heists throughout Los Angeles while a mentally unstable detective Vincent Hanna pursues him without rest Each man recognizes and respects the ability and the dedication of the other even though they are aware their catandmouse game may end in violence",4,1
"When two unemployed telephone pranksters decide to use their vocal talents to impersonate a Chicago mob boss and curry favor with organized crime in New York the trouble begins It isnt long before Johnny and Kamal the Jerky Boys of crank call fame are wanted by the local mafia the police and their neighbor",4,1
"Riyo an orphaned 17year old sails from Yokohama to Hawaii in 1918 to marry Matsuji a man she has never met Hoping to escape a troubled past and start anew Riyo is bitterly disappointed upon her arrival her husband is twice her age The miserable girl finds solace with her new friend Kana a young mother who helps Riyo accept her new life",4,1
"Linda and Peter Pratmans son Adam is autistic but they still love him and hope that hell at least start talking some day However hes teased and abused by the kids of the neighborhood and his grandpa  When several people around Adam die an unexpected death his parents start to suspect Adam  is he just simulating to be so ignorant about his environment",4,1
"Los Angeles SWAT cop Jack Traven is up against bomb expert Howard Payne whos after major ransom money First its a rigged elevator in a very tall building Then its a rigged busif it slows it will blow bad enough any day but a nightmare in LA traffic And thats still not the end",4,1
"Harry Tasker is a secret agent for the United States Government For years he has kept his job from his wife but is forced to reveal his identity and try to stop nuclear terrorists when he and his wife are kidnapped by them",4,1
"In 1930s Australia Anglican clergyman Anthony Campion and his prim wife Estella are asked to visit noted painter Norman Lindsay whose planned contribution to an international art exhibit is considered blasphemous While Campion and Lindsay debate Estella finds herself drawn to the three beautiful models sitting for the painters current work freethinking Sheela sensual Pru and virginal Giddy",4,1
"A group of women of Indian descent take a trip together from their home in Birmingham England to the beach resort of Blackpool",4,1
"The Chairman of the Minnesota Twins passes away and in his will leaves his grandson Billy Heywood ownership of the team Billy appoints himself the new manager But will the proud arrogant arrogant players of the team be willing to take orders and tactics from a 12 year old boy",4,1
